UserID ChannelID diff(StartTime(s)) Duration(ms) FS=1 LS=1
28988  66  0.017       7.216       0 1 	   
191981 3   0.010       7.415       0 1 	   
142403 149 0.013       14.174      1 1 	   
96619  8   0.007       17.106      1 1 	   
106437 99  0.013       6.656       1 1 	   
93587  8   0.043       99.626      1 1 	   
191834 17  0.000       19.207      1 1 	   
41756  58  0.014       21.914      1 1 	   
171388 18  0.003       10.908      1 1 	   
156104 8   0.037       5.770       1 1 	   
157493 36  0.003       1002.017    1 1 	   
137336 36  0.030       1226.082    1 1 	   
149992 82  0.007       45.542      1 1 	   
198172 80  0.026       5971.170    1 1 	   
27506  171 0.007       377.176     1 0 	   
143202 109 0.010       24.525      1 1 	   
49073  10  0.010       10.606      0 1 	   
47150  8   0.033       150.534     1 1 	   
33020  6   0.007       7.220       1 1 	   
104208 8   0.023       3803.657    1 1 	   
25267  17  0.034       1439.771    1 1 	   
185283 6   0.020       12.968      1 1 	   
219050 10  0.000       8.131       1 1 	   
207253 36  0.003       1700.374    1 1 	   
8456   63  0.040       108.631     1 1 	   
39096  5   0.007       3093.602    1 1 	   
89063  83  0.050       105.340     1 1 	   
113961 66  0.010       1900.251    1 1 	   
122918 86  0.030       68.948      1 1 	   
76406  38  0.013       2981.255    1 1 	   
17067  69  0.003       16.341      1 1 	   
137468 70  0.014       45.265      1 1 	   
6840   69  0.003       420.124     1 1 	   
29961  5   0.007       2775.881    1 1 	   
105514 5   0.010       7.720       1 1 	   
74559  111 0.046       155.604     1 1 	   
63608  36  0.017       268.570     1 1 	   
21337  63  0.037       141.569     1 1 	   
75970  14  0.010       11184.934   1 1 	   
5131   54  0.030       1698.590    1 1 	   
16386  66  0.036       2677.210    1 1 	   
104444 90  0.007       9.164       1 1 	   
44821  52  0.017       15387.737   1 1 	   
45821  8   0.020       273.856     1 1 	   
55013  53  0.000       49.172      1 1 	   
166376 36  0.006       67.940      1 1 	   
29526  66  0.030       8.378       1 1 	   
49378  37  0.047       915.015     1 1 	   
75808  73  0.010       114.477     1 1 	   
146845 48  0.027       683.722     1 1 	   
140514 29  0.023       49.257      1 1 	   
194140 105 0.057       13.407      1 1 	   
170358 46  0.050       57.479      1 1 	   
158607 5   0.000       12.361      1 1 	   
42181  9   0.033       14.347      1 1 	   
46532  48  0.003       768.342     1 1 	   
76688  10  0.044       42.119      1 1 	   
29437  66  0.003       7.609       1 1 	   
78104  171 0.043       54.275      1 0 	   
1691   73  0.020       54.146      1 1 	   
125527 39  0.044       14.780      0 1 	   
132809 71  0.006       1824.137    1 1 	   
154757 17  0.090       60.785      1 1 	   
105622 63  0.010       8.437       0 1 	   
88692  66  0.004       30.183      1 1 	   
195732 15  0.003       8.820       1 1 	   
120492 11  0.067       5.109       1 1 	   
120191 10  0.043       5.082       1 1 	   
214382 108 0.053       8.158       0 1 	   
125122 52  0.007       399.574     1 1 	   
70061  50  0.017       930.645     1 1 	   
153977 3   0.006       15932.641   1 1 	   
155568 171 0.024       212.917     1 0 	   
173057 62  0.003       5.938       1 1 	   
142206 52  0.000       6.696       1 1 	   
4284   48  0.003       8.332       1 1 	   
87286  19  0.024       25.707      0 1 	   
161175 171 0.003       32.839      1 0 	   
42657  44  0.003       13.245      1 1 	   
36644  3   0.024       6.405       0 1 	   
99889  108 0.063       519.404     1 1 	   
150295 77  0.010       10.806      1 1 	   
106203 54  0.077       872.712     1 1 	   
1385   87  0.050       9.036       0 1 	   
22471  54  0.036       572.221     1 1 	   
62875  5   0.017       7.046       1 1 	   
177374 36  0.010       3526.798    1 1 	   
86454  36  0.003       20.171      1 1 	   
169771 77  0.020       2395.911    1 1 	   
126459 21  0.014       26.143      1 1 	   
62773  8   0.003       7.087       1 1 	   
171138 54  0.010       5.644       1 1 	   
31911  8   0.047       14.708      1 1 	   
203768 63  0.043       75.411      1 1 	   
214058 54  0.100       44.277      0 1 	   
12174  36  0.013       785.001     1 1 	   
101757 67  0.007       218.388     1 1 	   
65136  42  0.040       12.258      1 1 	   
208888 3   0.030       99.429      1 1 	   
161870 62  0.013       2851.173    1 1 	   
120356 13  0.027       845.334     1 1 	   
73035  70  0.010       9.514       1 1 	   
206959 66  0.023       5.679       1 1 	   
97974  79  0.014       728.449     1 1 	   
81874  15  0.010       5.006       1 1 	   
54662  115 0.000       6.179       1 1 	   
189143 113 0.030       6.295       0 1 	   
219266 36  0.003       207.529     1 1 	   
100607 54  0.013       601.610     1 1 	   
167166 3   0.077       18675.923   1 1 	   
105530 86  0.037       13.428      1 1 	   
135672 10  0.036       366.269     1 1 	   
57361  8   0.010       43.132      1 1 	   
79980  53  0.157       576.151     1 1 	   
17873  7   0.033       6.443       1 1 	   
218894 111 0.007       14795.319   1 1 	   
192614 4   0.033       1021.219    1 1 	   
3051   36  0.017       49.248      1 1 	   
200392 66  0.030       17.465      1 1 	   
84956  6   0.020       338.868     1 1 	   
140873 7   0.030       10.842      1 1 	   
136478 66  0.007       1205.864    1 1 	   
134250 66  0.043       8.178       0 1 	   
45159  113 0.027       26.806      1 1 	   
17276  171 0.030       1105.760    1 0 	   
219447 53  0.030       6.102       1 1 	   
135343 52  0.006       380.151     1 1 	   
154280 18  0.004       6.278       0 1 	   
16976  89  0.070       9.215       0 1 	   
100743 51  0.010       6.567       1 1 	   
143303 77  0.010       80.550      1 1 	   
44638  109 0.043       16.301      1 1 	   
137163 52  0.017       2451.274    1 1 	   
151166 75  0.010       14.938      0 1 	   
106017 53  0.003       16.067      1 1 	   
105247 73  0.023       637.700     1 1 	   
69944  5   0.064       89.505      1 1 	   
206564 3   0.073       11.039      1 1 	   
77030  82  0.003       6.730       1 1 	   
128533 23  0.027       6.491       1 1 	   
200068 19  0.000       6.138       1 1 	   
201108 66  0.007       16.963      0 1 	   
116978 54  0.016       1066.813    1 1 	   
28958  49  0.014       7.426       1 1 	   
172951 7   0.040       354.766     1 1 	   
33366  98  0.003       5.834       0 1 	   
121359 53  0.043       632.992     1 1 	   
179144 108 0.107       755.001     1 1 	   
180855 8   0.007       16.891      1 1 	   
103527 77  0.010       1574.634    1 1 	   
46021  6   0.000       8.022       1 1 	   
78899  20  0.013       5.745       1 1 	   
63747  53  0.003       7.748       1 1 	   
147061 8   0.010       16.733      1 1 	   
195087 19  0.037       5.869       1 1 	   
56648  82  0.020       2955.171    1 1 	   
189556 17  0.020       14.931      0 1 	   
14851  109 0.010       1156.265    1 1 	   
113871 3   0.047       45.052      1 1 	   
52366  58  0.010       5.528       1 1 	   
172213 67  0.006       8.542       1 1 	   
69309  7   0.024       3997.430    1 1 	   
51131  66  0.020       2374.292    1 1 	   
50237  36  0.016       34.457      1 1 	   
68816  23  0.017       7.556       1 1 	   
127066 5   0.080       30.993      1 1 	   
112731 50  0.010       6.820       1 1 	   
37973  82  0.000       111.953     1 1 	   
35462  57  0.003       5.537       1 1 	   
131421 50  0.017       4488.697    1 1 	   
65538  49  0.097       8.345       0 1 	   
54784  6   0.040       9.220       1 1 	   
61516  4   0.020       5.087       1 1 	   
149764 54  0.010       10.898      1 1 	   
97278  52  0.013       370.491     1 1 	   
20732  36  0.013       1438.524    1 1 	   
54171  128 0.030       5.325       1 1 	   
15181  46  0.007       5.251       1 1 	   
145285 3   0.053       113.490     1 1 	   
91120  9   0.010       13.386      1 1 	   
90938  6   0.017       13.027      1 1 	   
89030  62  0.037       13029.277   1 1 	   
88902  88  0.023       5.724       1 1 	   
153388 52  0.033       77.567      1 1 	   
9814   4   0.027       13.744      1 1 	   
141139 98  0.063       10.574      1 1 	   
40295  19  0.000       3475.845    1 1 	   
124015 115 0.010       5.003       1 1 	   
156181 44  0.000       10.984      1 1 	   
144545 11  0.017       6.652       1 1 	   
206369 50  0.053       790.106     1 1 	   
205174 52  0.004       371.530     1 1 	   
208666 36  0.010       683.087     1 1 	   
123339 6   0.033       22.530      1 1 	   
36204  6   0.013       6.770       1 1 	   
49005  7   0.044       10.264      1 1 	   
201846 53  0.056       5.417       1 1 	   
203559 18  0.007       8.303       1 1 	   
188966 105 0.003       12.218      1 1 	   
204494 171 0.090       44.678      1 0 	   
161115 4   0.004       19.032      1 1 	   
169288 70  0.003       9.545       1 1 	   
146355 109 0.013       14.793      0 1 	   
113394 73  0.094       16.266      1 1 	   
123527 51  0.016       10.536      1 1 	   
216931 90  0.004       8.336       1 1 	   
43328  171 0.023       17.962      1 0 	   
42839  49  0.010       51.614      1 1 	   
136000 54  0.027       101.275     1 1 	   
91275  52  0.003       289.919     1 1 	   
198180 86  0.030       5.717       1 1 	   
193813 6   0.080       6.550       1 1 	   
104002 3   0.010       8.155       1 1 	   
64138  39  0.010       7.193       1 1 	   
42169  62  0.013       50.725      1 1 	   
135968 62  0.024       111.994     1 1 	   
599    10  0.013       8.623       1 1 	   
218353 63  0.003       10.139      1 1 	   
124933 66  0.034       227.750     1 1 	   
76726  80  0.003       12.603      1 1 	   
67341  112 0.057       9.683       1 1 	   
118026 36  0.003       9771.627    1 1 	   
65127  49  0.037       5.384       1 1 	   
139023 49  0.020       134.321     1 1 	   
97512  54  0.020       8.908       1 1 	   
10890  54  0.003       28.364      1 1 	   
107297 3   0.010       7.763       1 1 	   
91242  36  0.010       1042.931    1 1 	   
165008 92  0.050       7.393       0 1 	   
199338 52  0.023       8.250       1 1 	   
169403 54  0.044       12.564      1 1 	   
60176  52  0.033       8.179       1 1 	   
143018 36  0.007       399.911     1 1 	   
188444 48  0.003       26.706      1 1 	   
123966 29  0.010       11.488      1 1 	   
186173 5   0.037       20.027      1 1 	   
78507  111 0.006       34830.352   1 1 	   
10778  9   0.007       75.075      1 1 	   
98835  3   0.067       5.784       1 1 	   
112457 17  0.003       1197.505    1 1 	   
158746 8   0.030       6.919       1 1 	   
175134 36  0.017       3429.556    1 1 	   
26036  70  0.013       539.259     1 1 	   
104777 49  0.003       4055.273    1 1 	   
94537  78  0.017       6.045       0 1 	   
42129  11  0.000       11.505      1 1 	   
209772 54  0.133       594.272     1 1 	   
146463 3   0.010       21.189      1 1 	   
163993 73  0.004       1106.448    1 1 	   
156104 5   0.066       53.386      1 1 	   
195350 82  0.027       107.501     1 1 	   
105869 52  0.027       372.393     1 1 	   
124490 10  0.013       5.734       1 1 	   
181622 3   0.003       60.416      1 1 	   
209391 78  0.024       6.933       0 1 	   
73452  3   0.036       15.163      1 1 	   
80556  62  0.007       6.845       1 1 	   
173504 82  0.010       54.054      1 1 	   
158672 66  0.040       5.671       1 1 	   
36829  36  0.010       819.254     1 1 	   
198286 4   0.057       1790.360    1 1 	   
177460 14  0.036       336.205     1 1 	   
126481 3   0.044       114.727     1 1 	   
221456 171 0.036       320.306     1 0 	   
65018  36  0.057       1585.977    1 1 	   
55245  36  0.013       2742.768    1 1 	   
119285 109 0.037       1452.454    1 1 	   
33847  54  0.003       1361.828    1 1 	   
193344 94  0.004       18.461      1 1 	   
19757  53  0.066       232.061     1 1 	   
210957 18  0.014       8.385       1 1 	   
194202 152 0.010       17.693      1 1 	   
120492 12  0.003       6.228       1 1 	   
96024  49  0.010       10.862      1 1 	   
120191 36  0.007       11.110      1 1 	   
123380 3   0.020       1749.458    1 1 	   
1235   105 0.006       29.505      1 1 	   
30448  73  0.070       3618.620    1 1 	   
59593  14  0.004       6.191       1 1 	   
205474 102 0.000       354.324     1 1 	   
101959 79  0.016       12.123      1 1 	   
33568  44  0.010       12.434      1 1 	   
106437 101 0.067       7.596       1 1 	   
33175  54  0.033       7.591       1 1 	   
157694 63  0.014       57.970      1 1 	   
155260 4   0.046       69.997      1 1 	   
152157 49  0.040       12.325      1 1 	   
91048  51  0.014       42.117      1 1 	   
52680  93  0.063       86.960      1 1 	   
145509 53  0.037       22.544      1 1 	   
74138  36  0.006       1466.991    1 1 	   
157022 3   0.017       11548.726   1 1 	   
2638   86  0.010       712.695     1 1 	   
77198  13  0.000       3600.831    1 1 	   
30995  36  0.003       219.011     1 1 	   
49522  62  0.050       10.315      1 1 	   
62088  53  0.014       7.408       1 1 	   
173190 109 0.050       145.254     1 1 	   
119217 90  0.010       16.424      1 1 	   
102895 37  0.033       6.936       0 1 	   
54967  4   0.003       29.374      1 1 	   
213527 111 0.010       274.084     1 1 	   
82177  3   0.067       1036.675    1 1 	   
110404 109 0.007       720.725     1 1 	   
211988 73  0.020       80.112      1 1 	   
54649  9   0.026       19.872      1 1 	   
59523  128 0.004       147.960     1 1 	   
17625  68  0.016       167.591     1 1 	   
35202  171 0.050       2236.872    1 0 	   
61384  18  0.007       5.875       1 1 	   
171333 62  0.017       7.498       0 1 	   
71897  62  0.063       1873.127    1 1 	   
141607 49  0.017       5.304       1 1 	   
33020  36  0.046       282.868     1 1 	   
29211  36  0.017       1393.452    1 1 	   
106759 49  0.043       370.307     1 1 	   
76957  171 0.000       4480.893    1 0 	   
61387  117 0.004       2291.029    1 1 	   
77854  114 0.010       1072.828    1 1 	   
78034  65  0.040       6.734       1 1 	   
139303 135 0.030       6081.847    1 1 	   
106402 12  0.006       5.689       1 1 	   
155955 112 0.000       156.970     1 1 	   
43521  66  0.007       233.583     1 1 	   
112405 51  0.017       21.668      1 1 	   
8433   36  0.020       574.676     1 1 	   
161445 17  0.030       151.511     1 1 	   
88778  63  0.096       5.824       1 1 	   
182595 37  0.077       35.108      1 1 	   
206959 62  0.047       7.280       1 1 	   
186356 30  0.000       6.932       1 1 	   
154822 64  0.010       1639.402    1 1 	   
1387   8   0.026       406.801     1 1 	   
5637   62  0.027       95.155      1 1 	   
217362 54  0.067       7.017       1 1 	   
51248  75  0.013       4010.480    1 1 	   
15014  67  0.037       172.451     1 1 	   
66867  115 0.026       6.006       1 1 	   
62613  49  0.014       5.700       1 1 	   
142206 53  0.073       1379.082    1 1 	   
106518 48  0.017       662.437     1 1 	   
47797  50  0.010       3669.879    1 1 	   
105514 103 0.006       838.653     1 1 	   
145272 36  0.064       1976.879    1 1 	   
154792 5   0.020       329.049     1 1 	   
221869 52  0.016       372.238     1 1 	   
117384 67  0.004       9.064       1 1 	   
54662  149 0.093       30.936      1 1 	   
219050 36  0.023       19.139      1 1 	   
32219  5   0.034       58.221      1 1 	   
26748  36  0.026       1179.832    1 1 	   
142469 89  0.004       24.721      1 1 	   
167851 5   0.013       601.809     1 1 	   
26475  63  0.000       667.106     1 1 	   
143488 171 0.030       24.995      1 0 	   
116759 52  0.010       4251.311    1 1 	   
29437  36  0.103       582.752     1 1 	   
6849   89  0.014       7387.184    1 1 	   
129774 3   0.026       466.687     1 1 	   
16435  48  0.047       10.292      1 1 	   
46727  112 0.063       6.828       0 1 	   
161410 99  0.110       122.763     1 1 	   
116006 112 0.010       14.473      0 1 	   
122388 25  0.010       7.720       1 1 	   
62773  6   0.000       9.413       1 1 	   
88105  11  0.014       6.434       0 1 	   
17199  53  0.006       14.904      0 1 	   
160085 90  0.037       66457.654   1 1 	   
219447 52  0.010       15.373      1 1 	   
160030 73  0.047       350.500     1 1 	   
137888 53  0.020       605.798     1 1 	   
17873  8   0.006       1087.818    1 1 	   
40153  171 0.014       34.661      1 0 	   
54196  17  0.013       422.009     1 1 	   
75534  6   0.023       27.686      1 1 	   
29526  62  0.004       7.680       1 1 	   
135132 17  0.040       1194.810    1 1 	   
33366  97  0.013       5.704       0 1 	   
93271  43  0.003       14.780      0 1 	   
91048  51  0.007       14.954      0 1 	   
92455  73  0.030       34.627      1 1 	   
201096 3   0.017       468.192     1 1 	   
189658 25  0.000       77.266      1 1 	   
78899  21  0.033       9.898       1 1 	   
129904 49  0.037       5.120       1 1 	   
122143 16  0.013       14.958      0 1 	   
118253 54  0.023       5.665       1 1 	   
179512 88  0.010       5.229       1 1 	   
35462  81  0.044       34.122      1 1 	   
222087 3   0.026       42.780      1 1 	   
137387 171 0.034       3249.694    1 0 	   
801    11  0.010       24.741      1 1 	   
14865  42  0.006       54.808      1 1 	   
139396 9   0.000       7.787       1 1 	   
101471 69  0.020       9.237       1 1 	   
156463 48  0.030       5.221       1 1 	   
51764  3   0.034       50.006      1 1 	   
86222  50  0.070       23.826      1 1 	   
33747  82  0.000       14.836      1 1 	   
8039   54  0.000       558.454     1 1 	   
34069  93  0.000       7.087       1 1 	   
42308  51  0.090       32.943      1 1 	   
18916  8   0.056       329.151     1 1 	   
204799 53  0.004       631.993     1 1 	   
86237  171 0.040       397.297     1 0 	   
105622 63  0.000       38.510      1 1 	   
4284   49  0.003       5.805       1 1 	   
145635 3   0.020       2671.594    1 1 	   
76688  10  0.017       5.746       0 1 	   
186855 3   0.026       7.858       1 1 	   
47739  36  0.017       3494.522    1 1 	   
155544 134 0.017       21.073      1 1 	   
22148  3   0.023       19.479      1 1 	   
77030  4   0.027       43.499      1 1 	   
88902  89  0.003       5.455       1 1 	   
45243  15  0.023       6.011       1 1 	   
197446 101 0.074       18.739      1 1 	   
205151 52  0.003       927.342     1 1 	   
195732 5   0.013       4979.684    1 1 	   
86960  3   0.017       577.155     1 1 	   
2399   77  0.010       124.058     1 1 	   
209796 7   0.047       15.182      1 1 	   
197139 12  0.026       1251.024    1 1 	   
65400  66  0.024       212.875     1 1 	   
33504  77  0.050       5.883       1 1 	   
15778  4   0.010       10.562      1 1 	   
119725 63  0.030       51.392      1 1 	   
133089 62  0.006       438.655     1 1 	   
190684 9   0.054       60.194      1 1 	   
189649 49  0.006       9.009       1 1 	   
129176 4   0.014       5.976       0 1 	   
37894  66  0.013       1194.065    1 1 	   
38385  54  0.013       7.253       1 1 	   
62372  36  0.044       826.980     1 1 	   
157441 112 0.050       25.547      1 1 	   
154671 171 0.010       2223.606    1 0 	   
11016  62  0.040       7.205       1 1 	   
125472 4   0.016       357.893     1 1 	   
213979 149 0.010       12.715      1 1 	   
57335  149 0.020       25.835      1 1 	   
65127  48  0.010       1740.655    1 1 	   
60101  108 0.044       19.412      0 1 	   
198180 85  0.003       17.541      1 1 	   
21658  66  0.030       9.500       1 1 	   
82370  55  0.017       61.337      1 1 	   
112731 5   0.006       66.714      1 1 	   
86680  3   0.024       1221.737    1 1 	   
28958  48  0.000       1955.632    1 1 	   
58600  5   0.036       47357.127   1 1 	   
103201 42  0.044       5.617       1 1 	   
97931  52  0.100       46.691      1 1 	   
214007 66  0.063       845.115     1 1 	   
181504 5   0.007       6.470       1 1 	   
136872 12  0.073       6.002       0 1 	   
70375  4   0.027       7.274       1 1 	   
57339  50  0.010       86.531      1 1 	   
1051   78  0.023       43.507      1 1 	   
182246 93  0.037       669.066     1 1 	   
164000 70  0.006       12.551      1 1 	   
149777 108 0.004       3366.885    1 1 	   
190060 89  0.016       296.387     1 1 	   
87303  51  0.010       6.366       1 1 	   
167545 62  0.024       295.223     1 1 	   
65484  82  0.056       25.088      1 1 	   
73654  82  0.010       1977.839    1 1 	   
200068 23  0.024       11.467      1 1 	   
126698 9   0.006       6.509       0 1 	   
68816  16  0.017       12.922      1 1 	   
201955 50  0.000       667.370     1 1 	   
146873 171 0.017       32.726      1 0 	   
193888 63  0.000       460.055     1 1 	   
98835  5   0.016       10.179      1 1 	   
121534 5   0.017       6.425       1 1 	   
96507  54  0.017       757.087     1 1 	   
20820  138 0.013       27.075      1 1 	   
214382 62  0.003       9.850       0 1 	   
193593 150 0.034       58.603      1 1 	   
145356 36  0.020       610.130     1 1 	   
123181 8   0.000       16.250      1 1 	   
163572 4   0.000       8.657       1 1 	   
70835  83  0.050       1032.093    1 1 	   
195087 4   0.026       11.564      1 1 	   
46021  7   0.000       38.043      1 1 	   
214410 13  0.010       331.629     1 1 	   
158515 113 0.014       145.584     1 1 	   
193813 36  0.006       1338.935    1 1 	   
67995  62  0.027       33.786      1 1 	   
162626 36  0.000       3320.394    1 1 	   
173394 68  0.037       9.810       1 1 	   
39327  82  0.013       10.639      1 1 	   
30300  54  0.007       571.232     1 1 	   
124490 66  0.020       222.126     1 1 	   
159026 171 0.016       32.679      1 0 	   
20609  150 0.014       624.567     1 1 	   
73035  66  0.000       238.981     1 1 	   
158672 3   0.026       24.388      1 1 	   
107399 62  0.010       390.553     1 1 	   
168758 171 0.050       4189.595    1 0 	   
156525 112 0.024       260.801     1 1 	   
23963  108 0.013       705.701     1 1 	   
57482  36  0.010       7.389       1 1 	   
173057 62  0.037       1053.418    1 1 	   
1602   66  0.010       9.620       1 1 	   
40259  62  0.020       9.317       1 1 	   
21363  50  0.000       750.624     1 1 	   
148898 63  0.020       6.362       1 1 	   
207100 110 0.006       54.245      1 1 	   
108134 50  0.057       738.902     1 1 	   
81219  66  0.020       1202.559    1 1 	   
144505 36  0.017       1713.799    1 1 	   
12739  64  0.010       74.881      1 1 	   
152516 90  0.016       309.448     1 1 	   
105004 114 0.004       170.845     1 1 	   
66726  9   0.000       905.553     1 1 	   
24788  82  0.050       666.912     1 1 	   
78707  54  0.003       557.697     1 1 	   
194970 67  0.030       5.238       0 1 	   
45159  113 0.017       14.566      0 1 	   
162156 14  0.010       54.904      1 1 	   
172213 150 0.073       933.143     1 1 	   
100743 53  0.033       5.346       1 1 	   
78377  66  0.030       2887.664    1 1 	   
217692 102 0.020       11.859      1 1 	   
117864 57  0.014       6.640       1 1 	   
209583 8   0.026       4148.226    1 1 	   
158288 73  0.000       8.148       1 1 	   
6663   12  0.027       6.539       0 1 	   
170157 82  0.003       98.275      1 1 	   
69220  108 0.017       856.520     1 1 	   
97028  52  0.017       1061.573    1 1 	   
150295 78  0.003       8.196       1 1 	   
137525 88  0.040       17.474      1 1 	   
8492   19  0.040       300.297     1 1 	   
36644  36  0.013       192.128     1 1 	   
158746 9   0.010       13.410      1 1 	   
61516  6   0.024       55.201      1 1 	   
154280 66  0.036       46.650      1 1 	   
30415  90  0.014       175.155     1 1 	   
124015 117 0.010       6.431       1 1 	   
217817 50  0.000       24.102      1 1 	   
176800 49  0.033       5.132       1 1 	   
141607 50  0.063       776.277     1 1 	   
87017  82  0.027       178.697     1 1 	   
179006 66  0.017       6.996       1 1 	   
206576 135 0.023       505.536     1 1 	   
44113  63  0.017       14.963      0 1 	   
2450   12  0.050       9721.955    1 1 	   
80556  84  0.013       7.162       1 1 	   
66956  36  0.007       895.076     1 1 	   
113563 73  0.016       50.175      1 1 	   
31141  66  0.000       10.154      1 1 	   
164438 3   0.010       705.640     1 1 	   
161810 51  0.007       5.431       1 1 	   
209391 77  0.003       9.795       0 1 	   
25963  108 0.014       3247.931    1 1 	   
203559 3   0.010       7.148       1 1 	   
146016 52  0.040       355.225     1 1 	   
37249  10  0.016       66.935      1 1 	   
189143 112 0.020       14.945      0 1 	   
118768 80  0.010       18.377      1 1 	   
199586 3   0.020       4440.896    1 1 	   
107297 36  0.014       2932.123    1 1 	   
27736  108 0.026       1705.320    1 1 	   
101045 90  0.024       164.599     1 1 	   
69285  28  0.010       6.176       1 1 	   
28988  62  0.030       88.190      1 1 	   
79110  46  0.016       17.286      1 1 	   
81687  104 0.024       5.755       1 1 	   
216931 91  0.010       51.725      1 1 	   
104002 54  0.003       572.544     1 1 	   
142311 8   0.027       1078.985    1 1 	   
181298 54  0.010       572.705     1 1 	   
207688 171 0.016       25193.807   1 0 	   
185283 10  0.037       9.148       1 1 	   
106402 13  0.017       5.803       1 1 	   
85002  50  0.026       488.909     1 -1	   
77018  73  0.024       7.254       1 1 	   
186820 3   0.006       6.962       0 1 	   
98118  114 0.044       289.527     1 1 	   
40575  17  0.010       12.861      1 1 	   
23429  11  0.080       7.122       1 1 	   
23793  68  0.000       12.791      1 1 	   
115803 80  0.090       8.989       0 1 	   
88778  66  0.023       1328.777    1 1 	   
13459  52  0.007       9004.032    1 1 	   
90292  52  0.013       6.735       1 1 	   
140873 36  0.000       1038.954    1 1 	   
60176  51  0.007       35.828      1 1 	   
156527 49  0.093       9.225       1 1 	   
129280 8   0.017       12.981      1 1 	   
141958 66  0.003       3263.016    0 1 	   
167142 5   0.010       71.926      1 1 	   
76325  8   0.060       5.633       1 1 	   
62613  3   0.013       5.437       1 1 	   
127861 114 0.010       283.908     1 1 	   
105851 52  0.054       376.560     1 1 	   
90846  46  0.026       7332.789    1 1 	   
116007 102 0.007       22.443      1 1 	   
131496 117 0.027       106.004     1 1 	   
39839  8   0.030       377.122     1 1 	   
192976 36  0.006       8.115       1 1 	   
201846 53  0.010       1388.466    1 1 	   
180860 6   0.004       103.212     1 1 	   
171138 49  0.013       27.572      1 1 	   
200067 13  0.023       2562.389    1 1 	   
7780   52  0.034       1799.459    1 1 	   
142403 3   0.093       7.697       1 1 	   
97512  51  0.020       5.174       1 1 	   
169288 71  0.087       48.581      1 1 	   
111093 110 0.010       110.651     1 1 	   
33175  53  0.010       35.186      1 1 	   
206564 49  0.000       14.423      1 1 	   
194140 6   0.040       7.971       1 1 	   
203386 53  0.003       4803.169    1 1 	   
81874  12  0.027       13.485      1 1 	   
65136  43  0.016       10.405      1 1 	   
123536 96  0.017       5.531       0 1 	   
62088  52  0.030       345.037     1 1 	   
69864  48  0.013       1882.256    1 1 	   
129904 36  0.010       570.817     1 1 	   
14782  171 0.007       715.638     1 0 	   
185160 17  0.073       8.124       1 1 	   
40670  17  0.007       5.310       1 -1	   
199539 6   0.023       5.384       1 1 	   
185812 171 0.010       31.885      1 0 	   
65349  52  0.004       384.295     1 1 	   
179512 50  0.030       5.101       1 1 	   
49869  62  0.076       844.975     1 1 	   
86531  3   0.007       363.510     1 1 	   
202673 4   0.057       219.936     1 1 	   
52366  64  0.020       9.856       1 1 	   
42657  46  0.016       20.050      1 1 	   
58070  111 0.010       156.147     1 1 	   
49005  106 0.044       5.468       1 1 	   
210957 3   0.000       991.484     1 1 	   
186356 3   0.006       12.778      1 1 	   
96876  85  0.037       5.114       1 1 	   
67341  113 0.007       5.870       1 1 	   
138073 53  0.033       5.907       1 1 	   
75873  49  0.020       16.332      1 1 	   
149764 49  0.017       6.801       1 1 	   
171333 5   0.003       6.675       0 1 	   
21149  8   0.000       10.864      1 1 	   
154347 108 0.037       26.471      1 1 	   
217362 53  0.060       7.446       1 1 	   
33118  36  0.040       18.367      1 1 	   
212002 50  0.026       749.762     1 1 	   
35723  63  0.024       12.032      1 1 	   
40874  70  0.043       15.608      1 1 	   
206959 63  0.000       7.293       1 1 	   
131451 73  0.013       788.361     1 1 	   
8957   71  0.010       21.142      0 1 	   
111385 66  0.004       1535.944    1 1 	   
62875  8   0.010       5.173       1 1 	   
135963 63  0.000       15.951      1 1 	   
156463 50  0.000       12.990      1 1 	   
218353 71  0.020       2740.256    1 1 	   
198141 66  0.003       338.646     1 1 	   
167281 5   0.067       2664.553    1 1 	   
217262 12  0.006       33.833      1 1 	   
42181  17  0.044       46.419      1 1 	   
156181 69  0.016       8.393       1 1 	   
134250 3   0.004       18.743      1 1 	   
123527 5   0.006       110.240     1 1 	   
88105  10  0.010       14.945      0 1 	   
129193 85  0.010       8.094       1 1 	   
144545 13  0.024       9.854       1 1 	   
88902  90  0.013       46.787      1 1 	   
102582 8   0.027       37.315      1 1 	   
113780 84  0.120       7.641       0 1 	   
91534  109 0.026       3086.924    1 1 	   
197799 29  0.024       22.126      1 1 	   
4284   50  0.010       6.385       1 1 	   
120492 8   0.010       768.159     1 1 	   
5616   51  0.080       13.440      1 1 	   
140326 3   0.040       7.689       1 1 	   
219545 56  0.030       72.538      1 1 	   
138752 56  0.006       5.646       1 1 	   
105530 49  0.014       5.006       1 1 	   
195142 37  0.010       74.567      1 1 	   
113680 19  0.026       2691.899    1 1 	   
118429 7   0.024       6.293       1 1 	   
38388  50  0.006       782.068     1 1 	   
219265 40  0.014       39.561      1 1 	   
178969 73  0.006       8.816       1 1 	   
111626 66  0.114       1189.236    1 1 	   
168403 5   0.033       5.721       1 1 	   
41413  50  0.090       140.569     1 1 	   
33504  78  0.007       218.231     1 1 	   
143914 73  0.010       616.222     1 1 	   
46727  114 0.010       14.941      0 1 	   
65538  3   0.050       284.575     1 1 	   
